trip_id,delay,timestamp,temperature,precipitation,rain,showers,snowfall
1995422,-592,1784921948,25.5,0.0,0.0,0.0,0.0
1997001,0,1784925000,25.5,0.0,0.0,0.0,0.0
1992790,835,1784922115,25.5,0.0,0.0,0.0,0.0
1995505,0,1784924460,25.5,0.0,0.0,0.0,0.0
1984964,0,1784924400,25.5,0.0,0.0,0.0,0.0
1995425,0,1784925060,25.5,0.0,0.0,0.0,0.0
1992879,0,1784924580,25.5,0.0,0.0,0.0,0.0
1995711,-63,1784924637,25.5,0.0,0.0,0.0,0.0
1996756,12,1784921912,25.5,0.0,0.0,0.0,0.0
1996019,251,1784921942,25.5,0.0,0.0,0.0,0.0
1996099,521,1784921921,25.5,0.0,0.0,0.0,0.0
1996703,-159,1784922921,25.5,0.0,0.0,0.0,0.0
1995421,286,1784922005,25.5,0.0,0.0,0.0,0.0
1996544,115,1784921928,25.5,0.0,0.0,0.0,0.0
1985145,-160,1784921798,25.5,0.0,0.0,0.0,0.0
1988869,0,1784923380,25.5,0.0,0.0,0.0,0.0
1984853,12,1784921935,25.5,0.0,0.0,0.0,0.0
1996017,69,1784921957,25.5,0.0,0.0,0.0,0.0
1992760,289,1784921928,25.5,0.0,0.0,0.0,0.0
1996700,-24,1784921894,25.5,0.0,0.0,0.0,0.0
1995488,-523,1784921837,25.5,0.0,0.0,0.0,0.0
1997409,380,1784922379,25.5,0.0,0.0,0.0,0.0
1997411,90,1784922690,25.5,0.0,0.0,0.0,0.0
1984393,0,1784924220,25.5,0.0,0.0,0.0,0.0
1995788,388,1784921927,25.5,0.0,0.0,0.0,0.0
1992623,0,1784924820,25.5,0.0,0.0,0.0,0.0
1985149,-16,1784923184,25.5,0.0,0.0,0.0,0.0
1985150,-63,1784923977,25.5,0.0,0.0,0.0,0.0
1992762,0,1784922840,25.5,0.0,0.0,0.0,0.0
1992975,0,1784924700,25.5,0.0,0.0,0.0,0.0
1988780,93,1784921970,25.5,0.0,0.0,0.0,0.0
1989472,148,1784921955,25.5,0.0,0.0,0.0,0.0
1985020,333,1784921931,25.5,0.0,0.0,0.0,0.0
1984549,15,1784921955,25.5,0.0,0.0,0.0,0.0
1984698,66,1784922246,25.5,0.0,0.0,0.0,0.0
1996917,-430,1784921750,25.5,0.0,0.0,0.0,0.0
1996347,-131,1784921809,25.5,0.0,0.0,0.0,0.0
1996548,0,1784924820,25.5,0.0,0.0,0.0,0.0
1995770,150,1784921951,25.5,0.0,0.0,0.0,0.0
